SNo,Year,State_UT,City,Road_Classification,Mode_of_Transport,Total_Accidents,Persons_Injured,Persons_Killed,Accident_Cause,Time_of_Accident,Road_Condition,Light_Condition,Weather_Condition,Injury_Severity,Junction_Type,Source
124,2020,Sikkim,Sikkim,Other Roads,Pedestrian,1872,3586,131,Poor Weather Visibility,18:00-21:00,Under Repair,Dusk/Dawn,Rainy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
125,2023,Gujarat,Vadodara,City Roads,Auto-Rickshaw,3091,2626,578,Improper Lane Changing,21:00-24:00,Potholed,Dusk/Dawn,Clear,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
126,2023,Punjab,Jalandhar,Other Roads,Truck/Lorry,5588,10412,947,Wrong Side Driving,06:00-09:00,Potholed,Daylight,Rainy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
127,2019,Chhattisgarh,Raipur,City Roads,Bus,9218,18283,840,Fatigue/Sleep,18:00-21:00,Potholed,Dusk/Dawn,Rainy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
128,2022,West Bengal,Asansol,State Highway,Bus,4073,7102,425,Improper Lane Changing,06:00-09:00,Wet,Dark - No Street Light,Foggy,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
129,2023,Uttarakhand,Uttarakhand,National Highway,Bus,11890,22088,3811,Use of Mobile Phone,09:00-12:00,Under Repair,Dark - No Street Light,Foggy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
130,2023,Chandigarh,Chandigarh,Other Roads,Car/Jeep/Taxi,2547,3404,586,Tyre Burst,09:00-12:00,Potholed,Dark - Street Light On,Misty,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
131,2021,Uttarakhand,Uttarakhand,City Roads,Bus,3127,3061,216,Drunk Driving,18:00-21:00,Flooded,Daylight,Misty,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
132,2022,Lakshadweep,Lakshadweep,National Highway,Bicycle,1496,1268,410,Jumping Red Light,21:00-24:00,Under Repair,Dusk/Dawn,Foggy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
133,2023,Jammu & Kashmir,Jammu,State Highway,Bicycle,497,990,72,Tyre Burst,12:00-15:00,Dry,Dark - Street Light On,Clear,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
134,2020,Madhya Pradesh,Indore,Other Roads,Two-Wheeler,7662,14032,2581,Drunk Driving,12:00-15:00,Potholed,Daylight,Foggy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
135,2019,Haryana,Panipat,City Roads,Truck/Lorry,8074,13900,828,Over Speeding,00:00-06:00,Dry,Dusk/Dawn,Misty,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
136,2023,Haryana,Faridabad,Expressway,Pedestrian,7706,13756,2288,Wrong Side Driving,12:00-15:00,Under Repair,Daylight,Foggy,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
137,2021,West Bengal,Kolkata,City Roads,Pedestrian,6928,16859,1977,Drunk Driving,06:00-09:00,Potholed,Dusk/Dawn,Clear,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
138,2020,Puducherry,Puducherry,State Highway,Car/Jeep/Taxi,11500,10729,3767,Use of Mobile Phone,09:00-12:00,Potholed,Dusk/Dawn,Clear,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
139,2023,Goa,Goa,Other Roads,Pedestrian,6229,11933,2105,Poor Weather Visibility,00:00-06:00,Dry,Dark - No Street Light,Rainy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
140,2022,Lakshadweep,Lakshadweep,City Roads,Truck/Lorry,11532,19357,1480,Jumping Red Light,06:00-09:00,Under Repair,Daylight,Misty,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
141,2021,Manipur,Manipur,City Roads,Bus,8338,10396,470,Bad Road Condition,09:00-12:00,Potholed,Dark - Street Light On,Foggy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
142,2020,Lakshadweep,Lakshadweep,National Highway,Pedestrian,8641,14479,1515,Bad Road Condition,00:00-06:00,Potholed,Dark - Street Light On,Cloudy,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
143,2020,Telangana,Warangal,State Highway,Two-Wheeler,6401,15572,1030,Use of Mobile Phone,21:00-24:00,Potholed,Daylight,Misty,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
144,2019,Odisha,Bhubaneswar,Other Roads,Bus,3748,3877,669,Poor Weather Visibility,12:00-15:00,Potholed,Dark - Street Light On,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
145,2019,Punjab,Amritsar,National Highway,Truck/Lorry,5579,8608,973,Vehicle Defect,09:00-12:00,Flooded,Dark - Street Light On,Clear,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
146,2020,Uttarakhand,Uttarakhand,City Roads,Two-Wheeler,8156,19417,1887,Fatigue/Sleep,15:00-18:00,Under Repair,Dusk/Dawn,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
147,2019,Haryana,Rohtak,State Highway,Two-Wheeler,1966,1615,179,Over Speeding,06:00-09:00,Flooded,Dark - Street Light On,Misty,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
148,2022,Arunachal Pradesh,Arunachal Pradesh,State Highway,Auto-Rickshaw,9905,15428,1085,Wrong Side Driving,21:00-24:00,Dry,Dark - No Street Light,Foggy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
149,2019,Odisha,Rourkela,Expressway,Bus,4891,8672,252,Bad Road Condition,06:00-09:00,Potholed,Dusk/Dawn,Foggy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
150,2022,Odisha,Cuttack,National Highway,Bus,5278,6329,868,Improper Lane Changing,15:00-18:00,Potholed,Dark - No Street Light,Clear,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
151,2019,Puducherry,Puducherry,Expressway,Bicycle,11698,14294,2831,Over Speeding,00:00-06:00,Flooded,Dusk/Dawn,Clear,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
152,2022,Himachal Pradesh,Himachal Pradesh,Expressway,Bus,11789,14695,705,Wrong Side Driving,09:00-12:00,Flooded,Daylight,Rainy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
153,2022,Rajasthan,Kota,State Highway,Bicycle,3851,9386,288,Wrong Side Driving,00:00-06:00,Dry,Dusk/Dawn,Foggy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
154,2020,Madhya Pradesh,Indore,Other Roads,Others,6655,8444,2236,Use of Mobile Phone,21:00-24:00,Potholed,Dark - Street Light On,Clear,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
155,2023,Daman & Diu,Daman & Diu,State Highway,Others,11048,26832,2784,Over Speeding,12:00-15:00,Flooded,Daylight,Foggy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
156,2020,Andhra Pradesh,Vijayawada,Expressway,Others,242,475,17,Wrong Side Driving,06:00-09:00,Flooded,Daylight,Clear,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
157,2019,Punjab,Ludhiana,Expressway,Two-Wheeler,1577,2938,352,Drunk Driving,00:00-06:00,Dry,Dark - No Street Light,Foggy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
158,2021,Tamil Nadu,Chennai,Expressway,Car/Jeep/Taxi,11071,23741,3552,Tyre Burst,00:00-06:00,Potholed,Daylight,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
159,2019,Sikkim,Sikkim,National Highway,Bus,9719,16843,2804,Use of Mobile Phone,06:00-09:00,Potholed,Daylight,Cloudy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
160,2019,Dadra & Nagar Haveli,Dadra & Nagar Haveli,State Highway,Pedestrian,7916,9159,626,Wrong Side Driving,18:00-21:00,Dry,Dark - No Street Light,Cloudy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
161,2021,Ladakh,Ladakh,State Highway,Pedestrian,11281,23364,3423,Wrong Side Driving,12:00-15:00,Flooded,Dark - Street Light On,Foggy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
162,2022,Maharashtra,Nagpur,Expressway,Car/Jeep/Taxi,3294,6319,745,Wrong Side Driving,09:00-12:00,Under Repair,Dusk/Dawn,Foggy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
163,2023,Delhi,East Delhi,Expressway,Truck/Lorry,8482,19042,963,Wrong Side Driving,15:00-18:00,Flooded,Dark - No Street Light,Foggy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
164,2019,Punjab,Ludhiana,State Highway,Auto-Rickshaw,5607,6493,1893,Bad Road Condition,00:00-06:00,Wet,Daylight,Misty,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
165,2021,Bihar,Gaya,City Roads,Others,1947,1895,323,Over Speeding,21:00-24:00,Wet,Dark - No Street Light,Clear,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
166,2019,Chhattisgarh,Raipur,Expressway,Truck/Lorry,10110,20794,1413,Bad Road Condition,15:00-18:00,Potholed,Dark - No Street Light,Misty,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
167,2022,Nagaland,Nagaland,National Highway,Others,6457,6948,467,Tyre Burst,21:00-24:00,Flooded,Dark - Street Light On,Rainy,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
168,2019,Manipur,Manipur,City Roads,Pedestrian,1989,4890,443,Jumping Red Light,09:00-12:00,Wet,Daylight,Misty,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
169,2022,Haryana,Rohtak,Other Roads,Two-Wheeler,1580,3853,242,Bad Road Condition,15:00-18:00,Wet,Dusk/Dawn,Clear,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
170,2022,Gujarat,Ahmedabad,National Highway,Pedestrian,10397,10850,3219,Vehicle Defect,06:00-09:00,Wet,Dark - Street Light On,Clear,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
171,2021,Assam,Dibrugarh,National Highway,Pedestrian,4838,5305,601,Tyre Burst,00:00-06:00,Flooded,Dark - Street Light On,Cloudy,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
172,2020,Sikkim,Sikkim,State Highway,Pedestrian,750,1616,112,Over Speeding,15:00-18:00,Potholed,Dusk/Dawn,Clear,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
173,2022,Andhra Pradesh,Guntur,City Roads,Car/Jeep/Taxi,3926,8673,709,Fatigue/Sleep,09:00-12:00,Wet,Daylight,Clear,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
174,2022,Telangana,Karimnagar,Other Roads,Pedestrian,1763,4394,519,Bad Road Condition,09:00-12:00,Wet,Dusk/Dawn,Cloudy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
175,2020,Arunachal Pradesh,Arunachal Pradesh,City Roads,Bicycle,7130,8482,2094,Improper Lane Changing,18:00-21:00,Potholed,Dark - Street Light On,Cloudy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
176,2023,Punjab,Amritsar,Other Roads,Pedestrian,7363,14835,399,Poor Weather Visibility,18:00-21:00,Flooded,Daylight,Clear,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
177,2019,Tamil Nadu,Coimbatore,City Roads,Others,18,15,4,Use of Mobile Phone,09:00-12:00,Flooded,Dark - Street Light On,Misty,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
178,2019,Punjab,Amritsar,Other Roads,Bicycle,8733,13650,450,Use of Mobile Phone,09:00-12:00,Dry,Daylight,Rainy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
179,2023,Tripura,Tripura,National Highway,Car/Jeep/Taxi,1209,1524,370,Tyre Burst,12:00-15:00,Under Repair,Dark - Street Light On,Misty,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
180,2023,Jammu & Kashmir,Srinagar,City Roads,Pedestrian,11591,23971,3110,Use of Mobile Phone,18:00-21:00,Wet,Dark - Street Light On,Foggy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
181,2021,Kerala,Thrissur,Other Roads,Car/Jeep/Taxi,9795,21159,687,Poor Weather Visibility,18:00-21:00,Under Repair,Daylight,Cloudy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
182,2023,Nagaland,Nagaland,Other Roads,Bus,4278,3924,1152,Vehicle Defect,00:00-06:00,Flooded,Dark - No Street Light,Clear,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
183,2022,Madhya Pradesh,Indore,Expressway,Bus,9626,12210,1091,Bad Road Condition,21:00-24:00,Dry,Dusk/Dawn,Misty,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
184,2021,Goa,Goa,Other Roads,Auto-Rickshaw,8283,12991,1816,Fatigue/Sleep,00:00-06:00,Flooded,Dark - No Street Light,Clear,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
185,2019,Kerala,Thrissur,City Roads,Auto-Rickshaw,10379,15963,565,Improper Lane Changing,15:00-18:00,Dry,Dark - No Street Light,Rainy,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
186,2020,Kerala,Thrissur,Expressway,Two-Wheeler,5785,5646,1975,Fatigue/Sleep,09:00-12:00,Under Repair,Dusk/Dawn,Misty,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
187,2022,Sikkim,Sikkim,Expressway,Car/Jeep/Taxi,1041,1201,289,Vehicle Defect,09:00-12:00,Wet,Dusk/Dawn,Misty,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
188,2021,Jammu & Kashmir,Jammu,Other Roads,Truck/Lorry,4420,4425,831,Fatigue/Sleep,18:00-21:00,Flooded,Dark - No Street Light,Misty,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
189,2019,Assam,Guwahati,City Roads,Truck/Lorry,6590,10047,542,Tyre Burst,00:00-06:00,Dry,Dark - Street Light On,Misty,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
190,2022,Meghalaya,Meghalaya,Other Roads,Auto-Rickshaw,3266,5423,361,Vehicle Defect,21:00-24:00,Dry,Dark - No Street Light,Cloudy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
191,2020,Himachal Pradesh,Himachal Pradesh,National Highway,Truck/Lorry,5767,13858,1398,Over Speeding,00:00-06:00,Dry,Dark - Street Light On,Clear,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
192,2021,Uttarakhand,Uttarakhand,State Highway,Truck/Lorry,6511,6575,1718,Use of Mobile Phone,21:00-24:00,Dry,Dark - No Street Light,Cloudy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
193,2023,Meghalaya,Meghalaya,Expressway,Truck/Lorry,6713,14059,824,Bad Road Condition,12:00-15:00,Wet,Dark - No Street Light,Clear,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
194,2022,Arunachal Pradesh,Arunachal Pradesh,Expressway,Pedestrian,3700,8026,434,Wrong Side Driving,12:00-15:00,Under Repair,Dark - Street Light On,Cloudy,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
195,2021,Gujarat,Rajkot,City Roads,Two-Wheeler,8238,8117,450,Over Speeding,21:00-24:00,Potholed,Dark - No Street Light,Rainy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
196,2019,Jharkhand,Jharkhand,State Highway,Pedestrian,8133,18527,589,Tyre Burst,09:00-12:00,Wet,Dark - Street Light On,Foggy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
197,2023,Tamil Nadu,Salem,Expressway,Others,937,1558,323,Fatigue/Sleep,18:00-21:00,Dry,Daylight,Cloudy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
198,2023,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Expressway,Bus,4705,9497,682,Vehicle Defect,06:00-09:00,Flooded,Daylight,Misty,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
199,2021,Himachal Pradesh,Himachal Pradesh,National Highway,Pedestrian,4067,4763,1249,Jumping Red Light,12:00-15:00,Wet,Dark - No Street Light,Foggy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
200,2021,Goa,Goa,National Highway,Auto-Rickshaw,10407,21878,777,Bad Road Condition,18:00-21:00,Flooded,Daylight,Foggy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
201,2022,Chhattisgarh,Durg,National Highway,Others,3939,6560,894,Drunk Driving,15:00-18:00,Wet,Dark - Street Light On,Rainy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
202,2022,Mizoram,Mizoram,National Highway,Auto-Rickshaw,8225,9515,1401,Use of Mobile Phone,21:00-24:00,Wet,Dark - Street Light On,Rainy,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
203,2021,Uttar Pradesh,Meerut,National Highway,Auto-Rickshaw,11752,26968,3360,Vehicle Defect,12:00-15:00,Dry,Dark - Street Light On,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
204,2021,Tripura,Tripura,Expressway,Bicycle,2976,4095,372,Tyre Burst,12:00-15:00,Under Repair,Dusk/Dawn,Cloudy,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
205,2019,Jharkhand,Jharkhand,Other Roads,Bicycle,7498,16508,803,Bad Road Condition,00:00-06:00,Flooded,Daylight,Misty,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
206,2019,Tripura,Tripura,National Highway,Others,1605,3479,148,Improper Lane Changing,15:00-18:00,Dry,Dark - No Street Light,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
207,2021,Punjab,Patiala,Expressway,Auto-Rickshaw,8023,12942,1165,Poor Weather Visibility,21:00-24:00,Flooded,Dusk/Dawn,Misty,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
208,2020,Haryana,Panipat,State Highway,Two-Wheeler,9104,15623,2326,Drunk Driving,12:00-15:00,Under Repair,Daylight,Misty,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
209,2023,Maharashtra,Mumbai,State Highway,Others,3302,4482,686,Use of Mobile Phone,15:00-18:00,Flooded,Daylight,Clear,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
210,2022,Lakshadweep,Lakshadweep,City Roads,Pedestrian,191,246,23,Improper Lane Changing,15:00-18:00,Dry,Dark - Street Light On,Misty,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
211,2022,Mizoram,Mizoram,Other Roads,Truck/Lorry,8068,12257,1298,Drunk Driving,21:00-24:00,Potholed,Dusk/Dawn,Foggy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
212,2023,Tripura,Tripura,Expressway,Pedestrian,5897,5965,466,Fatigue/Sleep,09:00-12:00,Flooded,Dark - Street Light On,Rainy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
213,2021,Bihar,Gaya,Expressway,Auto-Rickshaw,8577,18800,2439,Fatigue/Sleep,12:00-15:00,Dry,Dark - Street Light On,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
214,2021,Karnataka,Mysuru,Expressway,Bus,5772,5058,1147,Drunk Driving,12:00-15:00,Flooded,Dark - Street Light On,Misty,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
215,2020,Kerala,Thiruvananthapuram,City Roads,Bicycle,9412,16080,2873,Jumping Red Light,00:00-06:00,Dry,Dusk/Dawn,Rainy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
216,2021,Mizoram,Mizoram,National Highway,Others,9907,22984,1252,Over Speeding,21:00-24:00,Wet,Dark - Street Light On,Clear,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
217,2019,Delhi,North Delhi,State Highway,Auto-Rickshaw,1491,2813,214,Tyre Burst,18:00-21:00,Wet,Dark - No Street Light,Rainy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
218,2023,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Other Roads,Truck/Lorry,11440,15731,1624,Bad Road Condition,12:00-15:00,Wet,Dusk/Dawn,Foggy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
219,2021,Ladakh,Ladakh,City Roads,Bus,4552,6645,756,Use of Mobile Phone,21:00-24:00,Flooded,Daylight,Cloudy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
220,2022,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Expressway,Bicycle,9004,21478,1846,Wrong Side Driving,15:00-18:00,Dry,Dusk/Dawn,Foggy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
221,2020,Lakshadweep,Lakshadweep,National Highway,Auto-Rickshaw,9900,15383,3121,Fatigue/Sleep,15:00-18:00,Potholed,Dark - Street Light On,Clear,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
